palabra,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
restricciones,-0.090616986,0.6021595,-0.1471473,0.28369576,0.07440534,-0.04791804,-0.5676642,-0.31476468,0.24637108,-0.11385155,-0.26449156,-0.19001329,0.2668033,0.21121149,-0.19946429,-0.3431916,-0.077025734,0.5356888,-0.25843778,0.3988025,-0.2734075,0.6073254,-0.4771958,-0.6413566,-0.6753937,0.018028535,-0.4052843,-0.337809,1.3639797,-0.33418423,-0.23180294,0.41679737,-0.103921026,0.14937243,-0.12923032,-0.27806827,-0.4633617,0.030860022,0.18261568,-0.047512837,0.12671168,0.065502875,-0.12814595,-0.6384797,0.351448,0.7523062,1.0174357,-0.3161445,-0.098012075,0.6923477
determinan,-0.38338464,0.1156906,-0.1429315,0.5731879,-0.38603678,0.016179208,-0.0397945,0.29590654,0.36334127,0.11996647,-0.08850625,-0.52609617,0.22600245,0.2151697,-0.24334036,-0.0069989883,0.17867513,0.25588596,-0.7953309,-0.29454002,0.16583166,-0.5103353,-0.18137635,-0.17967758,-0.31335908,-0.30352208,-0.93259835,-0.61297375,0.4385107,-0.48636717,-0.5820322,0.13866037,-0.1492491,1.0693551,0.6656907,-0.6475285,-0.31315482,-0.07108137,0.0068695433,0.5526401,0.4215883,1.0057026,0.0132291205,-0.42699417,0.16588283,0.5312161,0.36281067,-0.06415098,-0.48027122,0.8078278
permitir,-0.57458395,0.033190966,-0.12693764,-0.20009372,-0.69872344,-0.0192716,-0.53338265,0.19662105,-0.027692912,0.74033225,0.19287597,-0.5553349,0.83895755,0.26823327,0.32185304,-0.10725536,0.28867227,0.30648866,-0.3680621,-0.040665545,-0.17545006,-0.6693454,-0.221719,0.95257103,0.3913351,0.30981535,-0.5210463,0.00066967215,-0.33944222,-0.3832539,-0.48563802,-0.10565738,0.17489126,0.590375,-0.101482436,-0.2312371,0.17586215,-0.7353605,0.11576489,-0.22398892,0.30112168,0.03053052,-0.25045916,0.0032071304,-0.023177912,-0.6292321,-0.68537325,-0.08769873,0.53109556,0.71325177
modificar,-0.2037509,-0.0958052,-0.70855314,-0.6010851,-0.2905418,0.038595,-0.13167347,-0.14376917,-0.36234713,0.33543172,0.106838875,-0.5563437,0.17886463,0.02183557,0.37673,0.4465419,-0.47799686,0.17017946,-0.3420649,0.30307505,-0.5637853,-0.81206185,0.6908646,0.8038924,0.16315107,0.12623294,-0.4016726,-0.12028431,-0.46299016,-0.25423163,-0.53935426,0.28442556,0.35989776,0.13324083,-0.5123366,0.060519777,0.35333607,-0.26542664,-0.1027463,-0.0096011795,-0.10982794,0.009806793,-0.23478542,-0.11993516,-0.40554574,-0.69154936,-0.7158327,-0.19042155,0.7317443,0.35973263
eliminar,0.8837225,-0.35809788,-0.01365203,-0.6040723,0.079846196,-0.274471,0.5200551,-0.36494464,-0.20126937,0.14344868,-0.073826924,-0.011680361,0.5195492,-0.092712775,-0.6042886,-0.4403547,-0.18742044,0.4036255,0.2882778,-0.051201,-0.11145202,-0.38253754,0.37158865,0.9678166,0.4785635,-0.17642793,0.090224594,0.37829375,-0.42111653,0.35621628,0.32223397,0.31694433,0.2032323,0.12681411,-0.22102351,0.09904349,0.2647421,-0.6342247,0.06582008,0.08260709,-0.29400983,-0.26383075,-0.116961576,-0.1576795,-0.11997297,-0.63991743,-0.86711526,-0.3739495,1.0433836,-0.3846356
informacion,0.36292773,-0.27421847,-0.41174743,-0.34378535,0.79291004,-0.07994648,0.5043987,-0.62374765,-0.52418953,0.13766955,-0.6215893,-0.0711837,-0.64494985,-0.2276791,-0.2042427,0.2039521,0.17067014,-0.20051296,-0.15214333,-0.032394543,-0.20844962,0.007560744,0.24834621,0.7785485,0.19067065,-0.33988473,0.08674191,0.18038067,-0.3065543,0.14660811,0.535762,1.033373,-0.15612943,-0.2191528,0.00606656,0.5104621,-0.45995212,-0.291869,-0.19444408,0.022269787,-0.78899693,-0.4404619,-0.19196932,-0.026835512,-0.42841387,0.2198756,-0.6295938,-0.042763725,0.29873583,-0.1861176
privilege,0.9996638,-0.23633188,0.080182925,-0.6877894,-0.203839,0.47453523,0.23264818,-0.62290096,-0.18825622,-0.22407353,-0.3092891,0.57679427,0.06549403,-0.47363728,-0.5218403,0.020650344,-0.6535099,0.08589737,0.053226426,0.37960482,-0.023872683,-0.76513356,0.25929007,0.41505694,0.101533726,-0.25082514,-0.029395599,0.036605787,-0.23706818,-0.007227863,0.32039052,0.057941057,-0.0916163,-0.07045121,-0.006106672,-0.11421276,0.56516105,0.16371216,0.6273076,0.11091973,-0.3976827,0.43732026,0.15985608,-0.013687577,-0.11998534,-0.33734238,-0.17886022,-0.48258027,0.54330665,-0.21033135
escalation,0.4284621,-0.15748218,0.07175929,-0.05217945,0.4438808,0.17647055,0.0702475,-0.3293367,-0.045939505,0.024684936,-0.9779979,0.6860889,-0.31751516,-0.23441912,-0.16503221,0.16663054,-0.877738,-0.7274582,-0.34147513,-0.07694994,-0.10849146,-0.3308628,-0.24970552,0.16628073,0.42474797,-0.3535007,0.20967777,-0.46202293,-0.15606663,0.7343354,0.6009717,0.52822375,-0.14441207,0.54824847,0.21959265,-0.36099473,-0.48478228,-0.30891812,0.35433775,0.12833881,-0.60327005,-0.37178975,0.03216544,-0.20809731,-0.25822192,0.16242942,0.066971526,-0.28066438,-0.071896814,0.024363536
escalada,0.69385296,-0.5831273,-0.26747274,-0.45200247,0.31651366,-0.19893697,0.72015274,-0.48334733,-0.19560966,0.03582984,-1.1013893,0.3130108,-0.0792187,-0.5460554,-0.33865425,0.49836212,0.20504312,-0.27019075,-0.24239916,0.10195716,0.13154338,-0.4067237,-0.036036126,0.09514651,0.3538987,-0.07014085,0.6441572,-0.014048445,-0.24410951,-0.042857297,0.4526587,0.098348975,-0.5926788,0.2132658,0.28413558,0.18470454,-0.08903605,0.32966307,0.1589929,-0.52599454,-0.35185745,-0.44523466,0.12081832,-0.60797393,-0.111015014,0.28822792,0.20009989,-0.47861946,-0.2668263,0.336316
bajos,0.04060228,0.20480752,0.00598812,0.20818192,0.021084141,0.15515181,0.27091417,0.09328808,0.32596603,0.5010432,-0.6525437,-0.23248021,0.7160858,-0.38094762,-0.085916124,0.94255996,-0.9600016,-0.16104206,-0.33114076,0.026477484,-0.50240254,-0.49892905,-0.57098526,-0.3136486,0.0654062,0.23694336,0.38557053,-0.5664361,0.2354945,0.15811563,-0.43790674,-0.41711977,0.24524139,0.36555976,-0.1810355,-0.27269587,0.206754,0.29961985,-0.11076382,-0.06681184,0.29867762,-0.3872567,0.09751421,-0.2998524,0.0067475648,0.053603016,0.6700187,-0.43031147,-1.0666615,0.30951697
obtiene,0.0011717468,0.17017004,-0.2983097,0.060185768,-0.055808857,-0.2825229,-0.100941196,-0.32438442,-0.013336822,0.45704007,-0.75514615,0.20407875,0.08801466,-0.30771995,-0.24305141,-0.19364594,-0.3725949,0.071010545,-0.5697371,0.10805271,0.16624373,0.13259484,-0.2982478,-0.55952317,0.18905868,-0.20060293,0.3006276,-0.45643023,0.26255932,0.216763,-0.16252238,-0.30971023,-0.03310039,0.6393749,0.14649306,-0.28813607,-1.1814522,-0.1442374,-0.13395488,-0.4899218,-0.08429706,0.20053558,-0.23117012,-1.1513029,0.6159236,0.23977707,0.29112267,-0.44883355,-0.6406078,-0.06848711
funciones,0.30926228,0.37799513,-0.22652763,0.21262428,0.13601594,0.3661229,0.21325861,-0.3393763,0.2170851,0.5853911,-0.46951205,-0.7147933,0.8146794,-0.28056666,-0.6906756,0.4607491,-0.4999848,0.7749361,-0.42730874,0.17502624,-0.26177582,-0.24529603,-0.5436048,0.5542414,-0.051465936,0.34804642,-0.46649492,-0.41676265,0.5752623,-0.4425476,-0.7118883,0.3888315,0.6302314,0.016309308,-0.31760842,-0.05676093,-0.27399018,-0.045068424,0.4380872,0.2324712,0.42147753,0.61749315,0.00016704742,-0.20431985,0.18629807,0.11937661,0.042903177,-0.12177134,-0.3180308,0.17651321
datos,-0.3968327,-0.021026427,-0.75873333,0.035805605,-0.08406664,-0.18306284,-0.072253525,-0.2663909,0.027741905,0.72084916,-0.6958873,-0.30250037,0.43129128,-0.08549737,0.12544739,0.3050086,-0.4589708,0.1761514,-0.8349963,0.2569797,-0.1584723,-0.386163,0.17019744,0.014105834,0.4226954,-0.05711661,-0.1783907,-0.40483937,0.019802578,-0.17866626,-0.57752246,0.08188199,0.083285876,0.6743214,-0.23273185,-0.20186949,-0.9800484,-0.3202637,-0.03660882,-0.40996492,0.085263774,0.28264344,-0.23607267,-1.0644532,0.15284176,0.011823801,-0.16170153,-0.45298812,-0.2189839,0.60220575
altos,-0.8603535,0.18305828,-0.11817138,0.4127697,0.112519585,-0.15323327,-0.19578876,-0.08212229,-0.0147825945,0.6048995,-0.5615081,-0.51337874,0.23806782,-0.21390414,0.0708602,0.8279995,-0.59211344,-0.12302157,-0.7461139,0.1849851,-0.55776155,-0.6463434,-0.16888009,0.2667471,0.68739384,0.51968634,0.1063887,-0.42557818,-0.23117915,-0.39963153,-0.0019325763,-0.5094651,-0.28529733,-0.02043812,-0.05680357,-0.14861132,0.058067694,-0.43971574,0.3405861,-0.5500348,-0.3459473,-0.23484564,0.09748435,-0.5021796,-0.26090464,-0.23919284,-0.15750581,-0.3874192,-0.63702565,0.23195173
regular,0.067827314,0.34964445,0.46812597,-0.48358554,0.267734,0.3866334,-0.4575433,0.51821095,-0.22094913,0.555492,-0.015064944,-0.043968312,0.17968106,0.08408444,0.20743702,0.11442464,-0.30521837,-0.031442367,0.31887203,-0.14694102,-0.13109188,-0.33967623,-0.2567614,0.5232207,0.442772,0.7326283,0.45896262,0.01152593,-0.6674702,-0.19596644,-0.09200193,-0.6998046,0.5452706,-0.1349344,-0.43410403,-0.43412182,0.8635146,-0.22528177,-0.20015074,-0.7864426,0.011230342,-0.7714976,0.07715258,0.25504786,0.45987603,-0.5532842,0.021606136,0.08313206,-0.045147125,-0.67800575
obteniendo,-0.70093113,0.17179188,0.38760453,0.4762749,-0.27987057,-0.52022195,0.24930598,0.36406088,0.08685308,0.31337237,0.33878154,-0.5767106,0.6716201,0.03817335,-0.093749605,0.42369086,-0.5316657,0.14739382,-0.14677599,0.27738583,-0.59560865,-0.5474854,-0.057720795,0.37922886,0.5711442,0.36772823,0.22598982,0.08395084,-0.54923934,0.052453704,0.2136799,-0.76593256,0.09019747,-0.30796278,-0.19982122,0.0114339795,0.87131476,-0.25144467,0.16736759,-0.18011427,-0.088689454,-0.70155084,0.19558416,0.11337379,-0.31675857,-0.8724186,-0.3884938,-0.19210492,-0.5390304,-0.2807414
administrador,0.22502998,0.21274191,-0.11631896,-0.46150732,-0.06603357,-0.27430898,-0.20301704,0.392886,-0.3266583,0.13282382,0.7016592,-0.08456038,-0.14987841,0.09913984,0.3329733,-0.3026835,-0.3911148,-0.2173001,0.26166287,-0.06318448,-0.07668482,0.13726169,0.45018342,0.46274483,0.23926094,0.8799991,-0.055855513,0.13467146,-0.45592955,0.08190966,-0.6114017,0.045262504,0.73285,0.12901925,-0.19225581,-0.29109934,-0.028825976,-0.44104835,-0.6768897,-0.5381754,0.19053979,-0.87176985,-0.164562,-0.033734772,0.41344726,-0.64324486,-0.24626446,0.03180659,0.28539562,-0.68191034
authentication,-0.19929858,0.05577136,-0.05091674,0.08121587,-0.4700375,-0.5831501,0.28975764,0.10989263,0.15170886,-0.09527493,0.73204213,-0.34330598,0.7289262,0.09665554,-0.00071686413,0.010978578,-0.19838972,0.15293261,0.37959844,0.51773834,0.1377973,0.07230703,0.2033851,0.51015,0.4242635,0.23304115,0.04728379,0.33084098,-0.5967372,0.5192674,0.0030448101,-0.08825526,0.56387705,-0.47463748,-0.09027851,0.017709464,0.43083492,-0.16753244,-0.29178855,0.28500795,0.61192197,-0.5574505,-0.005007796,0.16397375,0.10254973,-1.1363868,-0.6587458,-0.345399,-0.37114444,-0.0006942268
vulnerabilities,0.0032497707,0.13602902,-0.015441448,0.60072154,-0.05762937,-0.38258213,0.3932655,-0.15609919,0.44452557,-0.00040360354,0.57510316,-0.39502022,-0.38977793,-0.17081016,-0.008472623,0.23252736,-0.43933323,0.22592755,0.070694,0.38791233,-0.4272708,0.33768463,0.72483677,-0.089636594,-0.054760374,0.6813488,-0.4516179,0.15295799,-0.14440201,0.32662338,-0.17663816,0.9114137,0.31167397,-1.0565472,0.30551913,-0.037868574,-0.21626118,-0.15152805,0.047947045,0.09911573,0.3281978,-0.26598942,0.40829217,0.36247995,0.029591026,-0.13837267,-0.4234547,-0.2817597,-0.54593545,-0.67312366
vulnerabilidades,0.33605137,0.17855147,-0.27450937,0.11039677,-0.16059664,-0.20515403,-0.14883119,0.2897094,-0.33256572,-0.4391823,1.0761867,0.3966368,-0.4738529,-0.110701114,-0.12869042,-0.44657806,-0.5917123,-0.30266616,0.03548941,0.43825376,-0.16951275,0.73222214,0.48487052,0.154848,-0.11095309,0.54994005,-0.1290992,0.25939912,-0.2275604,0.32408154,-0.7418446,0.5939309,0.48990732,0.0415406,-0.02988169,-0.0002663629,-0.71294224,0.21795356,-0.5135799,-0.22639579,0.29969504,-0.4983967,-0.026285067,-0.3743488,0.027641252,-0.23552224,0.06976623,0.14574987,-0.06744116,-0.52585506
fallos,0.31667247,-0.37034068,-0.12511687,0.6454292,-0.22196229,-0.27974463,-0.038252637,-0.13070093,0.57270175,-0.31815797,0.11097433,-0.28346264,-0.27905345,-0.083357945,-0.235309,0.16470431,-0.56064016,0.12563959,0.09534544,0.3943482,0.049857028,0.4132647,0.50242734,-0.37922308,-0.13200888,0.3502722,-0.2228204,-0.18707809,-0.18246748,0.8763424,0.087631166,0.9239908,0.057022706,-0.80044544,0.49883422,-0.009319492,-0.25210726,0.3327632,0.29621604,0.64374465,0.8474189,0.10927908,0.6826316,-0.0779718,-0.36218283,-0.12954089,0.26147324,-0.45197847,-0.5621735,0.14545824
mecanismos,0.07935035,0.09887517,0.019458398,0.6408638,-0.36468992,0.12985684,-0.42214683,0.37099308,0.0104702255,-0.49180746,0.9757578,0.9448415,-0.3085736,-0.19590391,-0.35926625,-0.28052393,-0.45642507,-0.33682778,-0.018317888,0.5634012,-0.38430488,0.6582614,0.25390407,-0.3698379,-0.41710755,0.23085001,-0.26471552,0.37377432,0.079162374,0.31748196,-0.58908033,0.5236062,-0.45370078,0.08858576,0.4109112,-0.080612145,-0.7678688,0.4137367,-0.10558707,-0.089667045,0.4715398,0.4314485,-0.072075605,-0.20498274,-0.5303425,0.15109773,-0.3443385,0.12648435,-0.1778431,-0.23838983
permiten,-0.04376544,-0.11127744,-0.3917385,0.6921718,-0.005200714,-0.2654366,-0.93400556,0.008295495,0.45184726,-0.61374396,0.21620288,-0.62625736,-0.14751379,0.20506373,-0.3098565,-0.29098985,-0.18279496,0.14003177,-0.07958469,0.043225765,0.24130727,0.57914734,0.4156042,-0.30432102,-0.19108033,0.390903,-0.62136054,-0.20833296,0.12912498,0.4411753,0.09182898,0.57147413,-0.2986393,-0.19511639,0.601203,0.108293325,-0.3134943,0.19831981,0.3417074,0.6397753,0.8518784,-0.111006945,0.6667238,-0.42208302,-0.4923877,0.172478,0.8057779,-0.14315231,-0.03315453,0.5081553
atacantes,-0.13105358,0.24238257,0.15912402,0.8157891,0.065512024,-0.20450798,-0.4135133,0.6651405,0.3114155,-0.43272257,0.5543357,0.2213627,-0.23437889,0.138944,-0.42143998,0.0075264885,0.07641886,-0.09660223,-0.07730417,0.8486288,-0.56939995,0.18792284,0.45263407,-0.64393115,-0.51168555,0.3451783,-0.6607625,-0.25231948,0.52051175,-0.0027641635,-0.54720104,0.9182692,-0.6316054,0.17905326,0.5436988,-0.5974646,-0.13017994,-0.39584914,0.28338847,0.048300494,0.5752261,0.5782709,0.0048615895,0.07531657,-0.4172401,0.30866912,-0.36261168,0.08563692,0.28808403,0.29587397
credenciales,-0.024684574,0.2571851,-0.57251877,-0.09084749,-0.1277507,-0.36770886,-0.74372137,-0.36467975,0.005028299,-0.5782933,0.059593417,-0.6616104,-0.17353708,0.21240787,-0.4693131,-0.40937242,0.3568586,0.08000874,0.08603572,-0.16789769,0.39610976,0.41964173,0.115899146,-0.076233104,-0.24819672,0.1389003,-0.6948985,-0.5702691,-0.19476649,-0.21431951,-0.3197283,0.11444899,-0.78480285,0.47276685,0.5450397,0.38749248,0.29965445,-0.03416642,1.0412911,0.65596294,0.023734666,-0.5217886,0.18088867,-0.60903645,-0.046843275,0.5833349,0.771482,-0.05204635,0.36790478,0.44236836
validas,-0.056888238,0.4128986,-0.26123887,-0.25609502,0.35247937,-0.34458652,0.07187268,0.4684167,0.060841627,-0.64782935,-0.09650894,-0.41056457,-0.4545726,0.10736284,-0.5155028,0.35965866,0.34707788,-0.14294603,0.1890659,0.7393137,-0.21861595,0.029259134,-0.0055901324,-0.30880168,-0.6617003,0.0874539,-0.21280345,-0.6645275,0.13650018,-0.32966152,-0.41307324,0.7835927,-0.40267408,0.37201554,0.27339104,-0.9126551,0.5785024,-0.51128143,0.5976127,0.40407133,-0.102041595,0.0013936525,-0.25196677,-0.15653579,0.35006487,0.33829626,0.087703675,0.19393127,0.55482966,0.65617514
ataques,0.2779751,0.25145856,0.1969919,-0.43459588,0.08436245,-0.06493015,-0.024088088,-0.18861651,-0.39931917,-0.12831524,0.23892885,0.07030813,-0.02161221,-0.26387528,-0.26295674,0.42067236,0.93288076,-0.998999,0.5076556,0.4626038,0.43861377,-0.101021364,0.15664487,-0.3924026,-0.254729,0.4111983,0.21612293,-0.5631052,-0.27840105,-0.23636234,-0.68164283,-0.06605616,-0.70869017,0.2798763,0.36529496,0.31431532,0.76834166,-0.6167626,0.25527653,0.13841577,-0.010236478,0.15352568,-0.52065897,0.29023018,0.32977533,-0.1095287,-0.38409445,-0.037676364,-0.023035472,0.09307133
fuerza,0.5604232,0.19427197,-0.2403908,0.08938162,-0.1652542,-0.15084623,0.115749456,-0.47443533,-0.3086314,-0.27558815,0.5008137,-0.007288566,-0.5903131,-0.043843336,-0.40259764,-0.092480324,0.17760147,-0.086956084,-0.009480929,0.087949745,0.12565006,0.46891057,0.7228583,-0.23463856,-0.19566868,0.39504996,-0.09359194,-0.70575374,-0.27077058,0.15135486,-0.90094405,0.43790877,-0.58231896,-0.026237387,0.34902102,0.83017814,0.20075247,0.07812417,0.90000385,0.27580413,-0.33455977,-0.26079902,0.10050934,-0.38595927,-0.06595692,0.6184606,0.26243913,-0.23687446,-0.28883094,-0.49775285
bruta,0.23452407,0.25033537,-0.73453265,-0.23570883,0.105916604,-0.36597207,0.29707685,0.26663277,0.16672333,-1.2862037,0.3545559,-0.108102046,-0.63303375,-0.14897867,-0.40269646,0.6088931,-0.09591706,-0.20197119,0.21461818,0.32361594,-0.0473866,0.4996718,0.34112412,-0.17987439,-0.8733297,0.19297671,0.2719388,-0.16743393,-0.25437567,0.32587785,-0.2770537,0.8229593,-0.2575641,-0.215383,0.21139203,-0.5504387,0.27766648,0.30827656,0.49611342,0.45320553,-0.21895595,-0.4001116,0.2059112,-0.25916055,0.2627815,0.31673026,-0.036269195,0.104241565,0.16099554,-0.005788576
rota,0.50311464,-0.0922545,-0.22808988,0.41364905,0.47493142,0.14437343,0.03961411,0.10336704,-0.57978296,-0.4987226,0.3770138,0.16541204,-0.3022431,0.22503644,-0.066268645,-0.20120806,0.21044947,0.0022644326,-0.055801738,0.08793297,0.3435744,0.5528814,1.3254948,-0.68145853,-0.019741042,0.5487595,0.3494497,-0.6946576,0.2262615,0.7264104,-0.27069294,0.22849046,-0.24259624,-0.12122155,0.2899847,0.67771435,-0.031181006,-0.036916763,-0.045071542,0.04015015,-0.117594406,0.43779445,0.23894379,0.060736224,-0.50169194,0.09947184,0.25748086,-0.30460164,-0.46770158,-0.56048995
cookies,0.19585794,0.08934008,-0.525777,0.61469233,0.31097302,-0.1760317,0.50954586,0.31922355,0.28311718,-1.2082534,0.5311347,0.21677862,-0.32705086,-0.0929288,-0.08990331,0.4128894,0.067126565,-0.031534873,-0.43901357,-0.21393624,-0.31966424,0.21018347,0.58458817,-0.57749844,-0.79515064,0.12306989,0.3064403,0.13041732,0.30195278,0.71650535,0.16725582,0.55460495,0.14200333,-0.37841785,-0.013444295,-0.15119231,0.08246276,0.7190478,0.05818388,-0.0966001,-0.31670433,0.063944854,0.64583296,0.1327104,-0.042565703,0.3947057,-0.16701122,0.058358822,0.029589454,-0.5104908
ssrf,-0.0601912,-0.3662556,-0.22638442,-0.03357968,0.7211621,0.56175447,0.28652516,0.12251714,-0.5210334,-0.14976189,-0.24828306,0.2407498,-0.012200824,0.22135808,0.28633633,-0.70759237,0.017243337,0.35417834,-0.08658177,-0.12892057,0.6175452,0.5221614,0.67376155,-0.7971282,-0.1879374,0.41955462,0.5574439,-0.5136422,0.08323334,0.60177237,0.38427198,-0.09251988,0.21003899,-0.06410652,0.007746242,0.07659298,-0.15938067,0.4233556,-0.53108585,0.03350128,-0.6462835,0.4787677,0.07926521,0.13408254,-0.48732665,-0.30752206,0.47679913,-0.048223987,-0.21299425,-0.28119406
server,-0.003801499,0.23074606,0.16371125,0.4808579,0.44052854,-0.089601524,0.7461003,0.058895685,0.17714588,-0.22096077,0.16384529,0.009765672,-0.25157788,-0.24905169,0.29175428,-0.18125643,0.45073164,-0.018609472,-0.5309718,-0.08151133,-0.6304064,0.055373713,0.12609799,-0.87010884,-0.59272784,0.09953881,0.64201397,-0.34934226,0.41260108,0.5249322,0.22432154,0.3688078,0.59330356,-0.23119095,-0.3551395,0.012634307,0.08831633,0.7050226,-0.021355718,-0.39481422,-0.9124174,0.42390543,0.19695011,0.25501144,0.02688278,0.041277457,0.2616675,0.13912903,-0.07121138,-0.34984154
side,-0.23071648,-0.28519824,0.79016435,-0.2929275,-0.20650479,0.34264597,0.70077294,-0.34498855,-0.12619291,-0.24898835,0.15206248,0.21623187,0.24406105,-0.5108369,0.49594903,0.34343398,0.58489394,-0.15727918,-0.22262388,-0.67195886,0.37947953,-0.5385222,-0.35813016,-0.077864,-0.6986748,0.045202266,0.3648109,0.20570658,-0.062308624,0.21471536,0.24537662,-0.023688596,0.13538252,-0.3171137,-0.056008425,-0.05291362,0.19878037,0.849918,-0.51257366,0.032663677,-0.427143,0.17418768,0.4180258,0.18706858,0.018614534,-0.13237113,0.11256525,0.22292726,-0.22273077,-0.7465041
request,-0.48108646,-0.5524195,0.20467672,-0.41402477,0.077074215,0.58161247,0.5013597,-0.09932549,-0.26591808,0.41807035,-0.26305792,0.36114535,-0.22711053,-0.1363289,0.3009017,-0.6803675,-0.1496955,0.32848445,-0.12987784,0.0055337874,0.7772813,0.17382811,-0.21087722,-0.4227975,-0.35426947,0.49188617,0.21688959,-0.27118957,-0.5148159,-0.030537426,0.049044073,-0.10998965,0.3169337,0.0011792844,0.15117368,-0.29530022,-0.2601571,0.80304354,-0.50311667,0.3136792,-0.8120724,0.27297345,-0.17168145,0.17814651,-0.34191036,-0.30418456,0.19654927,0.29309103,0.044520613,0.12707588
forgery,-0.076122396,0.20562014,0.6241999,-0.1407636,-0.07712959,-0.12177073,0.57872385,0.040332735,0.25522888,0.4909098,-0.11041353,-0.062215514,-0.40425128,-0.20626044,0.455759,-0.4270199,0.5057601,0.051042646,-0.10077298,0.45598033,-0.6122407,0.46280926,-0.67727435,-0.79051054,-0.18183637,-0.108928956,0.60094917,-0.21769379,0.004595721,0.2480223,0.036328197,0.29401535,0.40407053,-0.067668684,-0.21834394,0.11074918,-0.2351825,0.5521649,0.052376207,-0.030063052,-1.0102746,0.38075343,-0.23781411,0.32500052,0.08432024,-0.30027646,0.50812423,0.2570396,0.05382136,0.415184
falsificacion,-0.3884281,-0.15067844,1.2677348,-0.35355443,-0.46653628,-0.019177577,0.48698407,-0.25824574,-0.13724853,-0.07824996,0.50844115,-0.59777814,0.11156335,-0.28976107,0.36330357,0.19721542,0.4964106,-0.012134645,-0.34905455,-0.27908373,-0.029585648,-0.4287245,-0.7958261,-0.010831025,-0.10077791,0.33416778,0.46134037,0.10029876,-0.1619382,0.08598652,-0.21138743,0.34703058,-0.059124656,-0.26425448,-0.1008744,0.07611405,0.21528341,0.28692433,-0.19274282,0.36140865,-0.12338113,0.3401772,-0.009293508,0.44208726,0.7880283,-0.0924305,0.72396713,0.1063913,0.028806832,-0.17819247
atacante,-0.040103182,0.21550119,0.8737664,-0.28856736,-0.52464473,-0.3586674,0.18193457,0.026801305,-0.053602725,-0.3596927,0.5238218,-0.6092183,0.06064,0.03801831,0.059564073,0.52640545,-0.28270605,0.31620547,-0.10020732,-0.04741225,-0.40387177,0.27932778,-0.37655562,0.23517983,0.756715,0.40043172,0.6793323,0.114103146,-0.1373929,0.25745374,-0.2806344,0.03459721,-0.41223675,-0.21319646,-0.12503599,0.4459885,0.27642164,-0.22917049,-0.2739377,0.41899312,-0.036066946,0.2452822,0.13940693,0.6024859,0.7414486,0.5701342,0.73777187,-0.048492394,0.031239746,-0.0743257
engana,-0.21131364,-0.16706118,0.16403662,-0.12577672,-0.56307876,0.32010567,0.37806904,0.31766814,-0.26028162,-0.06787097,0.7075017,-0.25115126,-0.71890426,0.017556475,-0.56282985,0.57492006,-0.4498989,0.1676302,-0.6977436,-0.37137485,0.7879739,-0.14020951,-0.3285185,0.25395203,1.0563233,-0.14776243,0.085882425,0.5515275,-0.111443885,0.023169514,-0.525448,-0.016681563,0.23610453,0.12226363,0.33857736,0.07903906,-0.151023,-0.28107807,-0.1664975,0.3977501,0.24651216,0.24910362,-0.21415833,0.5980996,0.22615592,0.37033376,0.07928468,-0.21854027,0.11141872,-0.23898639
haga,0.07612301,-0.18574281,0.85792714,-0.2411215,-0.76901287,-0.33212492,-0.014665463,0.06697352,-0.1991879,-0.4383501,0.11766747,-0.3922291,0.04885083,0.38754776,0.2514359,0.23868823,-0.036713637,0.65281576,0.028894594,0.2037735,-0.561895,0.4590322,-0.12407513,0.4818944,0.5558107,0.6964366,0.23583093,0.07195278,-0.15197992,0.086655974,-0.06305401,0.20863217,-0.36797523,0.12691505,-0.07582486,0.38236573,0.052223627,0.005032249,-0.33194715,0.36494052,-0.05152224,0.068288386,0.11117056,0.38004455,0.67703897,0.7102739,0.5690513,0.055939723,0.31485578,0.31507906
http,-0.51538694,-0.0015317407,0.37482178,-0.07267125,-0.6273148,0.33144784,0.23093498,0.2558266,0.39028344,0.36106035,0.34121588,-0.8001765,-0.35769776,0.5730499,0.5358336,0.046400078,0.62750614,-0.096557826,-0.6017197,-0.12419793,-0.26913372,0.2133574,-0.7248852,0.013347898,0.36838165,-0.84958637,-0.41287068,0.55368763,0.14961655,-0.38489154,0.049076825,0.23362924,-0.40890852,0.11793914,-0.13123952,-0.19361706,-0.09150841,-0.57618463,0.35722637,0.17105675,-0.15742522,0.6624791,-0.30110803,0.47173038,0.288928,-0.58214825,0.2115332,-0.19262356,-0.069312036,0.5633998
